0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-13.90769966,-0.018415857,0.030670549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-27.3150215,-0.072551647,0.120741506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-39.8938771,-0.159413702,0.265102284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-51.40050444,-0.274670014,0.45643233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-61.69761322,-0.413343691,0.686360989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-70.76059931,-0.570568927,0.94672604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-78.66734023,-0.742255896,1.230675579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-85.5737267,-0.925530537,1.533391967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-91.67933811,-1.11886289,1.852296831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-97.18916468,-1.32186386,2.186706507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-102.2777782,-1.534801705,2.537025658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-107.0617851,-1.757951558,2.903668715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-111.5848678,-1.990930848,3.285962952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-115.8174962,-2.232181767,3.681299156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-119.6708547,-2.478736332,4.084751969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-123.0221069,-2.726344147,4.489299359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-125.7462182,-2.96996805,4.886646467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-127.7484977,-3.204573053,5.268527919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-128.9919727,-3.426065609,5.628251001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-129.514681,-3.632197856,5.962174058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-129.4337818,-3.823245261,6.270806124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-128.935737,-4.002299285,6.559270205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-128.2542913,-4.175084896,6.836986032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-127.6401553,-4.349304324,7.116578883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-127.3277941,-4.533606262,7.412181069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-127.5052742,-4.736364537,7.737430178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-128.2926276,-4.964503902,8.103553893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-129.7327168,-5.222620215,8.517944312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-131.7963852,-5.512602366,8.983557028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-134.401116,-5.833878068,9.499329253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-137.4399435,-6.184288288,10.06161888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-140.8154086,-6.561466074,10.6664566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-144.4722657,-6.964479367,11.3122158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-148.4226597,-7.3954179,12.00217832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-152.7586242,-7.860580408,12.74643917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-157.6488454,-8.370959955,13.56266409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-163.3193657,-8.941830509,14.47538803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-170.0208076,-9.591393112,15.51379558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-177.987298,-10.33862046,16.70821682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-187.3940899,-11.20061301,18.08585206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-198.3215685,-12.18991435,19.66645281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-210.7327235,-13.31229952,21.45878736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-224.46929,-14.56552704,23.45867745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-239.2688749,-15.93942941,25.64919944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-254.8019084,-17.41751672,28.00331809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-270.723746,-18.98001262,30.48880825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-286.7342754,-20.60796854,33.07488184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
